"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2023-11-01,"Uterine","TotalKnown",648,NA,NA,604,NA,NA,NA
2023-11-01,"Uterine","Early stages (I+II)",476,0.734567901234568,0.618181818181818,469.333333333333,0.657329598506069,74.2155556601656,80.8426608879408
2023-11-01,"Uterine","Late stages (III+IV)",172,0.265432098765432,0.223376623376623,134.666666666667,0.188608776844071,19.1573391120592,25.7844443398344
2023-10-01,"All Cancers Combined","Stage I",6837,0.368949328152825,0.303408183189846,6317.33333333333,0.287723692949995,NA,NA
2023-10-01,"All Cancers Combined","Stage II",3958,0.213588041659921,0.175645690955889,3889.66666666667,0.177155327829965,NA,NA
2023-10-01,"All Cancers Combined","Stage III",3966,0.214019750688036,0.176000710038165,3790.41666666667,0.172634974855299,NA,NA
2023-10-01,"All Cancers Combined","Stage IV",3770,0.203442879499218,0.167302742522411,3738.5,0.170270424138913,NA,NA
2023-10-01,"All Cancers Combined","Unknown stage",4003,NA,0.17764267329369,4220.33333333333,0.192215580225828,NA,NA
2023-10-01,"All Cancers Combined","Total",22534,NA,NA,21956.25,1,NA,NA
2023-10-01,"All Cancers Combined","TotalKnown",18531,NA,NA,17735.9166666667,NA,NA,NA
2023-10-01,"All Cancers Combined","Early stages (I+II)",10795,0.582537369812746,0.479053874145735,10207,0.46487902077996,56.820912892115,58.2755913239466
2023-10-01,"All Cancers Combined","Late stages (III+IV)",7736,0.417462630187254,0.343303452560575,7528.91666666667,0.342905398994212,41.7244086760534,43.1790871078849
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",3060,0.452528837622005,0.379323168464113,2814.75,0.363690200596514,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",2105,0.311298432416445,0.260939630593777,2028.25,0.262067554617596,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",860,0.127181307305531,0.106607164993182,828.166666666667,0.107006341993906,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",737,0.108991422656019,0.0913598611627619,725.25,0.0937086128368848,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",1305,NA,0.161770174786166,1343,0.1735272899551,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Total",8067,NA,NA,7739.41666666667,1,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",6762,NA,NA,6396.41666666667,NA,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",5165,0.76382727003845,0.64026279905789,4843,0.62575775521411,74.6481769836894,76.7494896234342
2023-10-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",1597,0.23617272996155,0.197967026155944,1553.41666666667,0.20071495483079,23.2505103765658,25.3518230163106
2023-10-01,"All Cancers Combined (excluding Lung)","Stage I",4673,0.429819720382634,0.368649416219628,4303.66666666667,0.352562089540012,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung)","Stage II",2688,0.247240618101545,0.212054275796781,2616.66666666667,0.214360808836581,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung)","Stage III",2082,0.191501103752759,0.164247396655096,1968.25,0.161241654264688,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung)","Stage IV",1429,0.131438557763061,0.112732723256548,1379.25,0.112989991944403,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung)","Unknown stage",1804,NA,0.142316188071947,1939,0.158845455414317,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung)","Total",12676,NA,NA,12206.8333333333,1,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung)","TotalKnown",10872,NA,NA,10267.8333333333,NA,NA,NA
2023-10-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",7361,0.67706033848418,0.580703692016409,6920.33333333333,0.566922898376592,66.4851455609167,68.2982116386553
2023-10-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",3511,0.32293966151582,0.276980119911644,3347.5,0.274231646209091,31.7017883613447,33.5148544390833
2023-10-01,"All Cancers Combined (excluding Prostate)","Stage I",3864,0.403719569532964,0.344692239072257,3567.33333333333,0.326706301658411,NA,NA
2023-10-01,"All Cancers Combined (excluding Prostate)","Stage II",2323,0.242712360254937,0.207225691347012,2260,0.206977081409459,NA,NA
2023-10-01,"All Cancers Combined (excluding Prostate)","Stage III",1435,0.149932086511336,0.128010704727922,1410.08333333333,0.129139350830732,NA,NA
2023-10-01,"All Cancers Combined (excluding Prostate)","Stage IV",1949,0.203635983700763,0.173862622658341,1968.5,0.180280701218814,NA,NA
2023-10-01,"All Cancers Combined (excluding Prostate)","Unknown stage",1639,NA,0.146208742194469,1713.16666666667,0.156896564882583,NA,NA
2023-10-01,"All Cancers Combined (excluding Prostate)","Total",11210,NA,NA,10919.0833333333,1,NA,NA
2023-10-01,"All Cancers Combined (excluding Prostate)","TotalKnown",9571,NA,NA,9205.91666666667,NA,NA,NA
2023-10-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",6187,0.646431929787901,0.551917930419269,5827.33333333333,0.53368338306787,62.3099355930694,64.2787105650013
2023-10-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",3384,0.353568070212099,0.301873327386262,3378.58333333333,0.309420052049546,35.7212894349987,37.6900644069306
2023-10-01,"Bladder","Stage I",212,0.430894308943089,0.268354430379747,210.333333333333,0.26590813316477,NA,NA
2023-10-01,"Bladder","Stage II",161,0.327235772357724,0.20379746835443,163,0.206068268015171,NA,NA
2023-10-01,"Bladder","Stage III",78,0.158536585365854,0.0987341772151899,66.3333333333333,0.0838600927096502,NA,NA
2023-10-01,"Bladder","Stage IV",41,0.0833333333333333,0.0518987341772152,38.0833333333333,0.0481458069953645,NA,NA
2023-10-01,"Bladder","Unknown stage",298,NA,0.377215189873418,313.25,0.396017699115044,NA,NA
2023-10-01,"Bladder","Total",790,NA,NA,791,1,NA,NA
2023-10-01,"Bladder","TotalKnown",492,NA,NA,477.75,NA,NA,NA
2023-10-01,"Bladder","Early stages (I+II)",373,0.758130081300813,0.472151898734177,373.333333333333,0.471976401179941,74.2217867821028,81.6173818205093
2023-10-01,"Bladder","Late stages (III+IV)",119,0.241869918699187,0.150632911392405,104.416666666667,0.132005899705015,18.3826181794907,25.7782132178972
2023-10-01,"Blood","Stage I",100,0.198019801980198,0.09765625,88.9166666666667,0.0854557103956431,NA,NA
2023-10-01,"Blood","Stage II",71,0.140594059405941,0.0693359375,87.75,0.0843344545891398,NA,NA
2023-10-01,"Blood","Stage III",116,0.22970297029703,0.11328125,108.083333333333,0.103876341502483,NA,NA
2023-10-01,"Blood","Stage IV",218,0.431683168316832,0.212890625,229.916666666667,0.220967483581611,NA,NA
2023-10-01,"Blood","Unknown stage",519,NA,0.5068359375,525.833333333333,0.505366009931123,NA,NA
2023-10-01,"Blood","Total",1024,NA,NA,1040.5,1,NA,NA
2023-10-01,"Blood","TotalKnown",505,NA,NA,514.666666666667,NA,NA,NA
2023-10-01,"Blood","Early stages (I+II)",171,0.338613861386139,0.1669921875,176.666666666667,0.169790164984783,30.3541285027743,38.5309621249393
2023-10-01,"Blood","Late stages (III+IV)",334,0.661386138613861,0.326171875,338,0.324843825084094,61.4690378750607,69.6458714972257
2023-10-01,"Bowel","Stage I",663,0.240304458137006,0.204251386321627,628,0.196485373103197,NA,NA
2023-10-01,"Bowel","Stage II",687,0.249003262051468,0.211645101663586,680.416666666667,0.212885227094957,NA,NA
2023-10-01,"Bowel","Stage III",879,0.318593693367162,0.270794824399261,856.916666666667,0.26810762893049,NA,NA
2023-10-01,"Bowel","Stage IV",530,0.192098586444364,0.163277880468269,505.166666666667,0.158053918756844,NA,NA
2023-10-01,"Bowel","Unknown stage",487,NA,0.150030807147258,525.666666666667,0.164467852114512,NA,NA
2023-10-01,"Bowel","Total",3246,NA,NA,3196.16666666667,1,NA,NA
2023-10-01,"Bowel","TotalKnown",2759,NA,NA,2670.5,NA,NA,NA
2023-10-01,"Bowel","Early stages (I+II)",1350,0.489307720188474,0.415896487985213,1308.41666666667,0.409370600198154,47.1020178898717,50.8912575578217
2023-10-01,"Bowel","Late stages (III+IV)",1409,0.510692279811526,0.434072704867529,1362.08333333333,0.426161547687334,49.1087424421783,52.8979821101282
2023-10-01,"Breast","Stage I",1393,0.416317991631799,0.351412714429869,1358,0.343145925457991,NA,NA
2023-10-01,"Breast","Stage II",1475,0.440824865511058,0.372098890010091,1428.5,0.360960202147821,NA,NA
2023-10-01,"Breast","Stage III",341,0.101912731619845,0.0860242179616549,347.5,0.0878079595704359,NA,NA
2023-10-01,"Breast","Stage IV",137,0.0409444112372983,0.034561049445005,159.916666666667,0.0404085070541167,NA,NA
2023-10-01,"Breast","Unknown stage",618,NA,0.15590312815338,663.583333333333,0.167677405769636,NA,NA
2023-10-01,"Breast","Total",3964,NA,NA,3957.5,1,NA,NA
2023-10-01,"Breast","TotalKnown",3346,NA,NA,3293.91666666667,NA,NA,NA
2023-10-01,"Breast","Early stages (I+II)",2868,0.857142857142857,0.72351160443996,2786.5,0.704106127605812,83.3223046049608,85.7877770507858
2023-10-01,"Breast","Late stages (III+IV)",478,0.142857142857143,0.12058526740666,507.416666666667,0.128216466624553,14.2122229492142,16.6776953950392
2023-10-01,"Cervical","Stage I",91,0.5,0.415525114155251,88.1666666666667,0.43431855500821,NA,NA
2023-10-01,"Cervical","Stage II",24,0.131868131868132,0.10958904109589,24.6666666666667,0.121510673234811,NA,NA
2023-10-01,"Cervical","Stage III",37,0.203296703296703,0.168949771689498,34.75,0.171182266009852,NA,NA
2023-10-01,"Cervical","Stage IV",30,0.164835164835165,0.136986301369863,23.9166666666667,0.117816091954023,NA,NA
2023-10-01,"Cervical","Unknown stage",37,NA,0.168949771689498,31.5,0.155172413793103,NA,NA
2023-10-01,"Cervical","Total",219,NA,NA,203,1,NA,NA
2023-10-01,"Cervical","TotalKnown",182,NA,NA,171.5,NA,NA,NA
2023-10-01,"Cervical","Early stages (I+II)",115,0.631868131868132,0.525114155251142,112.833333333333,0.555829228243021,58.4156108164277,72.4764936698582
2023-10-01,"Cervical","Late stages (III+IV)",67,0.368131868131868,0.305936073059361,58.6666666666667,0.288998357963875,27.5235063301418,41.5843891835723
2023-10-01,"Colon","Stage I",418,0.216020671834625,0.182692307692308,393.833333333333,0.175700795598186,NA,NA
2023-10-01,"Colon","Stage II",536,0.277002583979328,0.234265734265734,518,0.231095248717377,NA,NA
2023-10-01,"Colon","Stage III",589,0.304392764857881,0.25743006993007,585.833333333333,0.2613577217637,NA,NA
2023-10-01,"Colon","Stage IV",392,0.202583979328165,0.171328671328671,363.333333333333,0.162093835972935,NA,NA
2023-10-01,"Colon","Unknown stage",353,NA,0.154283216783217,380.5,0.169752397947803,NA,NA
2023-10-01,"Colon","Total",2288,NA,NA,2241.5,1,NA,NA
2023-10-01,"Colon","TotalKnown",1935,NA,NA,1861,NA,NA,NA
2023-10-01,"Colon","Early stages (I+II)",954,0.493023255813953,0.416958041958042,911.833333333333,0.406796044315562,46.7301496932077,51.2678928129396
2023-10-01,"Colon","Late stages (III+IV)",981,0.506976744186047,0.428758741258741,949.166666666667,0.423451557736635,48.7321071870604,53.2698503067923
2023-10-01,"Gynaecological","Stage I",595,0.523767605633803,0.420494699646643,613.833333333333,0.442748091603053,NA,NA
2023-10-01,"Gynaecological","Stage II",102,0.0897887323943662,0.0720848056537102,93,0.0670794013343752,NA,NA
2023-10-01,"Gynaecological","Stage III",256,0.225352112676056,0.180918727915194,228.416666666667,0.164753260804232,NA,NA
2023-10-01,"Gynaecological","Stage IV",183,0.161091549295775,0.129328621908127,173.916666666667,0.125443289054517,NA,NA
2023-10-01,"Gynaecological","Unknown stage",279,NA,0.197173144876325,277.25,0.199975957203823,NA,NA
2023-10-01,"Gynaecological","Total",1415,NA,NA,1386.41666666667,1,NA,NA
2023-10-01,"Gynaecological","TotalKnown",1136,NA,NA,1109.16666666667,NA,NA,NA
2023-10-01,"Gynaecological","Early stages (I+II)",697,0.613556338028169,0.492579505300353,706.833333333333,0.509827492937429,60.8541697379459,66.504121098131
2023-10-01,"Gynaecological","Late stages (III+IV)",439,0.386443661971831,0.310247349823322,402.333333333333,0.290196549858749,33.495878901869,39.1458302620541
2023-10-01,"Hodgkin Lymphoma","Stage I",18,0.191489361702128,0.12,10.1666666666667,0.0717225161669606,NA,NA
2023-10-01,"Hodgkin Lymphoma","Stage II",26,0.276595744680851,0.173333333333333,29.0833333333333,0.20517342739565,NA,NA
2023-10-01,"Hodgkin Lymphoma","Stage III",16,0.170212765957447,0.106666666666667,16.5,0.116402116402116,NA,NA
2023-10-01,"Hodgkin Lymphoma","Stage IV",34,0.361702127659574,0.226666666666667,28.1666666666667,0.198706643151088,NA,NA
2023-10-01,"Hodgkin Lymphoma","Unknown stage",56,NA,0.373333333333333,57.8333333333333,0.407995296884186,NA,NA
2023-10-01,"Hodgkin Lymphoma","Total",150,NA,NA,141.75,1,NA,NA
2023-10-01,"Hodgkin Lymphoma","TotalKnown",94,NA,NA,83.9166666666667,NA,NA,NA
2023-10-01,"Hodgkin Lymphoma","Early stages (I+II)",44,0.468085106382979,0.293333333333333,39.25,0.27689594356261,36.4736961453823,57.3540358890185
2023-10-01,"Hodgkin Lymphoma","Late stages (III+IV)",50,0.531914893617021,0.333333333333333,44.6666666666667,0.315108759553204,42.6459641109815,63.5263038546177
2023-10-01,"Kidney","Stage I",317,0.519672131147541,0.371194379391101,267.916666666667,0.342604433077579,NA,NA
2023-10-01,"Kidney","Stage II",48,0.0786885245901639,0.0562060889929742,45.1666666666667,0.0577578857630009,NA,NA
2023-10-01,"Kidney","Stage III",162,0.265573770491803,0.189695550351288,132,0.168797953964194,NA,NA
2023-10-01,"Kidney","Stage IV",83,0.136065573770492,0.0971896955503513,93.75,0.119884910485933,NA,NA
2023-10-01,"Kidney","Unknown stage",244,NA,0.285714285714286,243.166666666667,0.310954816709292,NA,NA
2023-10-01,"Kidney","Total",854,NA,NA,782,1,NA,NA
2023-10-01,"Kidney","TotalKnown",610,NA,NA,538.833333333333,NA,NA,NA
2023-10-01,"Kidney","Early stages (I+II)",365,0.598360655737705,0.427400468384075,313.083333333333,0.40036231884058,53.895023473384,62.1981016534867
2023-10-01,"Kidney","Late stages (III+IV)",245,0.401639344262295,0.286885245901639,225.75,0.288682864450128,37.8018983465133,46.104976526616
2023-10-01,"Lung","Stage I",804,0.28622285510858,0.255806554247534,752.583333333333,0.23668623545445,NA,NA
2023-10-01,"Lung","Stage II",218,0.0776076895692417,0.0693604836143812,231.75,0.0728849984275081,NA,NA
2023-10-01,"Lung","Stage III",575,0.204699181203275,0.182946229716831,581.916666666667,0.183011846105462,NA,NA
2023-10-01,"Lung","Stage IV",1212,0.431470274118904,0.385618835507477,1243.25,0.391000104832792,NA,NA
2023-10-01,"Lung","Unknown stage",334,NA,0.106267896913777,370.166666666667,0.116416815179788,NA,NA
2023-10-01,"Lung","Total",3143,NA,NA,3179.66666666667,1,NA,NA
2023-10-01,"Lung","TotalKnown",2809,NA,NA,2809.5,NA,NA,NA
2023-10-01,"Lung","Early stages (I+II)",1022,0.363830544677821,0.325167037861915,984.333333333333,0.309571233881958,33.2932941696728,36.8193513928819
2023-10-01,"Lung","Late stages (III+IV)",1787,0.636169455322179,0.568565065224308,1825.16666666667,0.574011950938254,63.1806486071181,66.7067058303272
2023-10-01,"Melanoma Skin","Stage I",1005,0.7013258897418,0.625778331257783,779.916666666667,0.573679048669854,NA,NA
2023-10-01,"Melanoma Skin","Stage II",333,0.232379623168179,0.207347447073474,325.083333333333,0.239119774426873,NA,NA
2023-10-01,"Melanoma Skin","Stage III",72,0.0502442428471738,0.0448318804483188,65,0.047811695476278,NA,NA
2023-10-01,"Melanoma Skin","Stage IV",23,0.0160502442428472,0.014321295143213,24.5,0.0180213313718279,NA,NA
2023-10-01,"Melanoma Skin","Unknown stage",173,NA,0.10772104607721,165,0.121368150055167,NA,NA
2023-10-01,"Melanoma Skin","Total",1606,NA,NA,1359.5,1,NA,NA
2023-10-01,"Melanoma Skin","TotalKnown",1433,NA,NA,1194.5,NA,NA,NA
2023-10-01,"Melanoma Skin","Early stages (I+II)",1338,0.933705512909979,0.833125778331258,1105,0.812798823096727,90.8742355933183,93.8678879913375
2023-10-01,"Melanoma Skin","Late stages (III+IV)",95,0.0662944870900209,0.0591531755915318,89.5,0.0658330268481059,6.13211200866248,9.1257644066817
2023-10-01,"Non-Hodgkin Lymphoma","Stage I",77,0.197435897435897,0.0954151177199504,70.3333333333333,0.0845776129872733,NA,NA
2023-10-01,"Non-Hodgkin Lymphoma","Stage II",45,0.115384615384615,0.0557620817843866,56.9166666666667,0.0684437318368574,NA,NA
2023-10-01,"Non-Hodgkin Lymphoma","Stage III",98,0.251282051282051,0.121437422552664,90,0.108227277282293,NA,NA
2023-10-01,"Non-Hodgkin Lymphoma","Stage IV",170,0.435897435897436,0.210656753407683,190.583333333333,0.229181280689448,NA,NA
2023-10-01,"Non-Hodgkin Lymphoma","Unknown stage",417,NA,0.516728624535316,423.75,0.509570097204129,NA,NA
2023-10-01,"Non-Hodgkin Lymphoma","Total",807,NA,NA,831.583333333333,1,NA,NA
2023-10-01,"Non-Hodgkin Lymphoma","TotalKnown",390,NA,NA,407.833333333333,NA,NA,NA
2023-10-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",122,0.312820512820513,0.151177199504337,127.25,0.153021344824131,26.8978825123551,35.8558890919155
2023-10-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",268,0.687179487179487,0.332094175960347,280.583333333333,0.337408557971741,64.1441109080845,73.1021174876449
2023-10-01,"Oesophageal","Stage I",26,0.043046357615894,0.0354706684856753,28.4166666666667,0.0404651714726474,NA,NA
2023-10-01,"Oesophageal","Stage II",154,0.254966887417219,0.210095497953615,142.583333333333,0.203037854515249,NA,NA
2023-10-01,"Oesophageal","Stage III",153,0.253311258278146,0.208731241473397,141.75,0.20185119259523,NA,NA
2023-10-01,"Oesophageal","Stage IV",271,0.448675496688742,0.369713506139154,259.833333333333,0.37000118666192,NA,NA
2023-10-01,"Oesophageal","Unknown stage",129,NA,0.175989085948158,129.666666666667,0.184644594754954,NA,NA
2023-10-01,"Oesophageal","Total",733,NA,NA,702.25,1,NA,NA
2023-10-01,"Oesophageal","TotalKnown",604,NA,NA,572.583333333333,NA,NA,NA
2023-10-01,"Oesophageal","Early stages (I+II)",180,0.298013245033113,0.245566166439291,171,0.243503025987896,26.2602802401639,33.7373922277963
2023-10-01,"Oesophageal","Late stages (III+IV)",424,0.701986754966887,0.578444747612551,401.583333333333,0.57185237925715,66.2626077722037,73.7397197598361
2023-10-01,"Oesophago-gastric","Stage I",67,0.0791027154663518,0.0619223659889094,63,0.0608108108108108,NA,NA
2023-10-01,"Oesophago-gastric","Stage II",195,0.230224321133412,0.180221811460259,181.666666666667,0.175353925353925,NA,NA
2023-10-01,"Oesophago-gastric","Stage III",191,0.225501770956316,0.176524953789279,187.25,0.180743243243243,NA,NA
2023-10-01,"Oesophago-gastric","Stage IV",394,0.46517119244392,0.364140480591497,366.916666666667,0.354166666666667,NA,NA
2023-10-01,"Oesophago-gastric","Unknown stage",235,NA,0.217190388170055,237.166666666667,0.228925353925354,NA,NA
2023-10-01,"Oesophago-gastric","Total",1082,NA,NA,1036,1,NA,NA
2023-10-01,"Oesophago-gastric","TotalKnown",847,NA,NA,798.833333333333,NA,NA,NA
2023-10-01,"Oesophago-gastric","Early stages (I+II)",262,0.309327036599764,0.242144177449168,244.666666666667,0.236164736164736,27.5305448956162,33.9108753376719
2023-10-01,"Oesophago-gastric","Late stages (III+IV)",585,0.690672963400236,0.540665434380776,554.166666666667,0.53490990990991,66.0891246623281,72.4694551043838
2023-10-01,"Ovarian","Stage I",97,0.277142857142857,0.207708779443255,104.083333333333,0.220476610767873,NA,NA
2023-10-01,"Ovarian","Stage II",32,0.0914285714285714,0.0685224839400428,23.8333333333333,0.0504854368932039,NA,NA
2023-10-01,"Ovarian","Stage III",129,0.368571428571429,0.276231263383298,113.25,0.239894086496028,NA,NA
2023-10-01,"Ovarian","Stage IV",92,0.262857142857143,0.197002141327623,98.4166666666667,0.208473080317741,NA,NA
2023-10-01,"Ovarian","Unknown stage",117,NA,0.250535331905782,132.5,0.280670785525154,NA,NA
2023-10-01,"Ovarian","Total",467,NA,NA,472.083333333333,1,NA,NA
2023-10-01,"Ovarian","TotalKnown",350,NA,NA,339.583333333333,NA,NA,NA
2023-10-01,"Ovarian","Early stages (I+II)",129,0.368571428571429,0.276231263383298,127.916666666667,0.270962047661077,32.6800046167863,42.9332877507496
2023-10-01,"Ovarian","Late stages (III+IV)",221,0.631428571428571,0.473233404710921,211.666666666667,0.448367166813769,57.0667122492504,67.3199953832137
2023-10-01,"Pancreatic","Stage I",68,0.140495867768595,0.0848938826466916,65.9166666666667,0.0867229470452801,NA,NA
2023-10-01,"Pancreatic","Stage II",85,0.175619834710744,0.106117353308365,64.9166666666667,0.0854073018309396,NA,NA
2023-10-01,"Pancreatic","Stage III",74,0.152892561983471,0.0923845193508115,76.9166666666667,0.101195044403026,NA,NA
2023-10-01,"Pancreatic","Stage IV",257,0.53099173553719,0.320848938826467,249.083333333333,0.327705295471988,NA,NA
2023-10-01,"Pancreatic","Unknown stage",317,NA,0.395755305867665,303.25,0.398969411248767,NA,NA
2023-10-01,"Pancreatic","Total",801,NA,NA,760.083333333333,1,NA,NA
2023-10-01,"Pancreatic","TotalKnown",484,NA,NA,456.833333333333,NA,NA,NA
2023-10-01,"Pancreatic","Early stages (I+II)",153,0.316115702479339,0.191011235955056,130.833333333333,0.17213024887622,24.6852612212276,32.9493500076386
2023-10-01,"Pancreatic","Late stages (III+IV)",331,0.683884297520661,0.413233458177278,326,0.428900339875014,67.0506499923614,75.3147387787725
2023-10-01,"Prostate","Stage I",1613,0.392457420924574,0.349967454979388,1488.91666666667,0.333283590441903,NA,NA
2023-10-01,"Prostate","Stage II",583,0.141849148418491,0.126491646778043,588.416666666667,0.131712958645004,NA,NA
2023-10-01,"Prostate","Stage III",1222,0.297323600973236,0.265133434584509,1140.08333333333,0.255199686619784,NA,NA
2023-10-01,"Prostate","Stage IV",692,0.168369829683698,0.150141028422651,654,0.146393329478259,NA,NA
2023-10-01,"Prostate","Unknown stage",499,NA,0.108266435235409,596,0.13341043481505,NA,NA
2023-10-01,"Prostate","Total",4609,NA,NA,4467.41666666667,1,NA,NA
2023-10-01,"Prostate","TotalKnown",4110,NA,NA,3871.41666666667,NA,NA,NA
2023-10-01,"Prostate","Early stages (I+II)",2196,0.534306569343066,0.476459101757431,2077.33333333333,0.464996549086907,52.0845816562348,55.2246088757992
2023-10-01,"Prostate","Late stages (III+IV)",1914,0.465693430656934,0.41527446300716,1794.08333333333,0.401593016098043,44.7753911242008,47.9154183437652
2023-10-01,"Rectal","Stage I",245,0.297330097087379,0.255741127348643,234.166666666667,0.245286312849162,NA,NA
2023-10-01,"Rectal","Stage II",151,0.183252427184466,0.157620041753653,162.416666666667,0.170129189944134,NA,NA
2023-10-01,"Rectal","Stage III",290,0.351941747572816,0.302713987473904,271.083333333333,0.283956005586592,NA,NA
2023-10-01,"Rectal","Stage IV",138,0.16747572815534,0.144050104384134,141.833333333333,0.14856843575419,NA,NA
2023-10-01,"Rectal","Unknown stage",134,NA,0.139874739039666,145.166666666667,0.152060055865922,NA,NA
2023-10-01,"Rectal","Total",958,NA,NA,954.666666666667,1,NA,NA
2023-10-01,"Rectal","TotalKnown",824,NA,NA,809.5,NA,NA,NA
2023-10-01,"Rectal","Early stages (I+II)",396,0.480582524271845,0.413361169102296,396.583333333333,0.415415502793296,45.5603825332017,52.4314408078812
2023-10-01,"Rectal","Late stages (III+IV)",428,0.519417475728155,0.446764091858038,412.916666666667,0.432524441340782,47.5685591921188,54.4396174667983
2023-10-01,"Stomach","Stage I",41,0.168724279835391,0.117478510028653,34.5833333333333,0.103620474406991,NA,NA
2023-10-01,"Stomach","Stage II",41,0.168724279835391,0.117478510028653,39.0833333333333,0.117103620474407,NA,NA
2023-10-01,"Stomach","Stage III",38,0.156378600823045,0.108882521489971,45.5,0.136329588014981,NA,NA
2023-10-01,"Stomach","Stage IV",123,0.506172839506173,0.35243553008596,107.083333333333,0.320848938826467,NA,NA
2023-10-01,"Stomach","Unknown stage",106,NA,0.303724928366762,107.5,0.322097378277154,NA,NA
2023-10-01,"Stomach","Total",349,NA,NA,333.75,1,NA,NA
2023-10-01,"Stomach","TotalKnown",243,NA,NA,226.25,NA,NA,NA
2023-10-01,"Stomach","Early stages (I+II)",82,0.337448559670782,0.234957020057307,73.6666666666667,0.220724094881398,26.7892458924057,38.9127983854895
2023-10-01,"Stomach","Late stages (III+IV)",161,0.662551440329218,0.461318051575931,152.583333333333,0.457178526841448,61.0872016145105,73.2107541075942
2023-10-01,"Urological excl. prostate","Stage I",529,0.480036297640653,0.321776155717762,478.25,0.30403687221869,NA,NA
2023-10-01,"Urological excl. prostate","Stage II",209,0.189655172413793,0.12712895377129,208.166666666667,0.132337359610087,NA,NA
2023-10-01,"Urological excl. prostate","Stage III",240,0.217785843920145,0.145985401459854,198.333333333333,0.126086035176944,NA,NA
2023-10-01,"Urological excl. prostate","Stage IV",124,0.112522686025408,0.0754257907542579,131.833333333333,0.0838101292646747,NA,NA
2023-10-01,"Urological excl. prostate","Unknown stage",542,NA,0.329683698296837,556.416666666667,0.353729603729604,NA,NA
2023-10-01,"Urological excl. prostate","Total",1644,NA,NA,1573,1,NA,NA
2023-10-01,"Urological excl. prostate","TotalKnown",1102,NA,NA,1016.58333333333,NA,NA,NA
2023-10-01,"Urological excl. prostate","Early stages (I+II)",738,0.669691470054447,0.448905109489051,686.416666666667,0.436374231828777,64.5819471423687,70.3299839219469
2023-10-01,"Urological excl. prostate","Late stages (III+IV)",364,0.330308529945554,0.221411192214112,330.166666666667,0.209896164441619,29.6700160780531,35.4180528576313
2023-10-01,"Uterine","Stage I",407,0.673841059602649,0.558299039780521,421.583333333333,0.592666354264292,NA,NA
2023-10-01,"Uterine","Stage II",46,0.076158940397351,0.0631001371742112,44.5,0.0625585754451734,NA,NA
2023-10-01,"Uterine","Stage III",90,0.149006622516556,0.123456790123457,80.4166666666667,0.11305060918463,NA,NA
2023-10-01,"Uterine","Stage IV",61,0.100993377483444,0.083676268861454,51.5833333333333,0.0725164011246485,NA,NA
2023-10-01,"Uterine","Unknown stage",125,NA,0.171467764060357,113.25,0.159208059981256,NA,NA
2023-10-01,"Uterine","Total",729,NA,NA,711.333333333333,1,NA,NA
2023-10-01,"Uterine","TotalKnown",604,NA,NA,598.083333333333,NA,NA,NA
2023-10-01,"Uterine","Early stages (I+II)",453,0.75,0.621399176954733,466.083333333333,0.655224929709466,74.4333647378086,81.0691395099055
2023-10-01,"Uterine","Late stages (III+IV)",151,0.25,0.207133058984911,132,0.185567010309278,18.9308604900945,25.5666352621914
2023-09-01,"All Cancers Combined","Stage I",6302,0.355603205055863,0.291368070645892,6247.16666666667,0.28548905509772,NA,NA
2023-09-01,"All Cancers Combined","Stage II",3864,0.218034081932062,0.178649036016459,3863.66666666667,0.176565570399257,NA,NA
2023-09-01,"All Cancers Combined","Stage III",3775,0.213012075386525,0.174534190207592,3746.91666666667,0.171230216156108,NA,NA
2023-09-01,"All Cancers Combined","Stage IV",3781,0.21335063762555,0.174811595543021,3722.33333333333,0.170106783249806,NA,NA
2023-09-01,"All Cancers Combined","Unknown stage",3907,NA,0.180637107587036,4302.25,0.19660837509711,NA,NA
