"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2025-08-01,"All Cancers Combined","Stage I",6116,0.403430079155673,0.297355114741346,7357.66666666667,0.31821294447528,NA,NA
2025-08-01,"All Cancers Combined","Stage II",3127,0.206266490765172,0.152032283158304,3984.5,0.172326300538452,NA,NA
2025-08-01,"All Cancers Combined","Stage III",2890,0.190633245382586,0.140509529366005,3834,0.165817301107899,NA,NA
2025-08-01,"All Cancers Combined","Stage IV",3027,0.19967018469657,0.147170361726954,3892.75,0.168358189589926,NA,NA
2025-08-01,"All Cancers Combined","Unknown stage",5408,NA,0.26293271100739,4052.91666666667,0.175285264288443,NA,NA
2025-08-01,"All Cancers Combined","Total",20568,NA,NA,23121.8333333333,1,NA,NA
2025-08-01,"All Cancers Combined","TotalKnown",15160,NA,NA,19068.9166666667,NA,NA,NA
2025-08-01,"All Cancers Combined","Early stages (I+II)",9243,0.609696569920844,0.44938739789965,11342.1666666667,0.490539245013732,58.7812315169463,60.1746879304634
2025-08-01,"All Cancers Combined","Late stages (III+IV)",5917,0.390303430079156,0.28767989109296,7726.75,0.334175490697825,39.8253120695367,41.2187684830537
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",2493,0.479607541362062,0.339784653127981,3022.83333333333,0.380087178842366,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",1685,0.324163139669103,0.229657898323565,2078.91666666667,0.261400310155497,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",518,0.0996537129665256,0.0706010631048112,801.25,0.100748145353954,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",502,0.0965756060023086,0.068420335286902,709.666666666667,0.0892325747097531,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",2139,NA,0.29153605015674,1340.33333333333,0.16853179093843,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Total",7337,NA,NA,7953,1,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",5198,NA,NA,6612.66666666667,NA,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",4178,0.803770681031166,0.569442551451547,5101.75,0.641487488997862,76.1236227338551,78.1471990535637
2025-08-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",1020,0.196229318968834,0.139021398391713,1510.91666666667,0.189980720063708,21.8528009464363,23.8763772661449
2025-08-01,"All Cancers Combined (excluding Lung)","Stage I",4108,0.468735737106344,0.350601689852351,4927.25,0.381432525014031,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung)","Stage II",2161,0.246576905522592,0.18443287530938,2692.16666666667,0.208408327043538,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung)","Stage III",1447,0.165107256960292,0.123495775369122,1972.5,0.152696870585048,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung)","Stage IV",1048,0.119580100410771,0.0894426901083895,1413.83333333333,0.109448884932231,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung)","Unknown stage",2953,NA,0.252026969360758,1912,0.148013392425151,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung)","Total",11717,NA,NA,12917.75,1,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung)","TotalKnown",8764,NA,NA,11005.75,NA,NA,NA
2025-08-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",6269,0.715312642628937,0.535034565161731,7619.41666666667,0.589840852057569,68.3623772578355,70.0866728196936
2025-08-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",2495,0.284687357371063,0.212938465477511,3386.33333333333,0.262145755517279,29.9133271803064,31.6376227421645
2025-08-01,"All Cancers Combined (excluding Prostate)","Stage I",3325,0.43305548319875,0.325087993742667,4022,0.354824954786726,NA,NA
2025-08-01,"All Cancers Combined (excluding Prostate)","Stage II",1893,0.246548580359469,0.185080172076652,2329.91666666667,0.205547632000706,NA,NA
2025-08-01,"All Cancers Combined (excluding Prostate)","Stage III",947,0.123339411305027,0.092588971450919,1360.58333333333,0.120032053638382,NA,NA
2025-08-01,"All Cancers Combined (excluding Prostate)","Stage IV",1513,0.197056525136754,0.147927258506062,1921.25,0.169494640572849,NA,NA
2025-08-01,"All Cancers Combined (excluding Prostate)","Unknown stage",2550,NA,0.2493156042237,1701.41666666667,0.150100719001338,NA,NA
2025-08-01,"All Cancers Combined (excluding Prostate)","Total",10228,NA,NA,11335.1666666667,1,NA,NA
2025-08-01,"All Cancers Combined (excluding Prostate)","TotalKnown",7678,NA,NA,9633.75,NA,NA,NA
2025-08-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",5218,0.679604063558218,0.51016816581932,6351.91666666667,0.560372586787432,64.9814352594195,66.8738612267527
2025-08-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",2460,0.320395936441782,0.240516229956981,3281.83333333333,0.289526694211231,33.1261387732473,35.0185647405805
2025-08-01,"Bladder","Stage I",197,0.493734335839599,0.284682080924855,234,0.290142591444513,NA,NA
2025-08-01,"Bladder","Stage II",133,0.333333333333333,0.192196531791908,170.416666666667,0.211303988427361,NA,NA
2025-08-01,"Bladder","Stage III",33,0.0827067669172932,0.0476878612716763,63.0833333333333,0.0782186402149204,NA,NA
2025-08-01,"Bladder","Stage IV",36,0.0902255639097744,0.0520231213872832,46.5,0.0576565406075635,NA,NA
2025-08-01,"Bladder","Unknown stage",293,NA,0.423410404624277,292.5,0.362678239305642,NA,NA
2025-08-01,"Bladder","Total",692,NA,NA,806.5,1,NA,NA
2025-08-01,"Bladder","TotalKnown",399,NA,NA,514,NA,NA,NA
2025-08-01,"Bladder","Early stages (I+II)",330,0.827067669172932,0.476878612716763,404.416666666667,0.501446579871874,74.9335673916838,82.0014903004468
2025-08-01,"Bladder","Late stages (III+IV)",69,0.172932330827068,0.0997109826589595,109.583333333333,0.135875180822484,17.9985096995532,25.0664326083162
2025-08-01,"Blood","Stage I",91,0.191578947368421,0.0949895615866388,119.083333333333,0.10618219646307,NA,NA
2025-08-01,"Blood","Stage II",67,0.141052631578947,0.069937369519833,102.25,0.0911725367810967,NA,NA
2025-08-01,"Blood","Stage III",90,0.189473684210526,0.0939457202505219,136.083333333333,0.121340466636945,NA,NA
2025-08-01,"Blood","Stage IV",227,0.477894736842105,0.236951983298539,291.666666666667,0.260068360826274,NA,NA
2025-08-01,"Blood","Unknown stage",483,NA,0.504175365344468,472.416666666667,0.421236439292614,NA,NA
2025-08-01,"Blood","Total",958,NA,NA,1121.5,1,NA,NA
2025-08-01,"Blood","TotalKnown",475,NA,NA,649.083333333333,NA,NA,NA
2025-08-01,"Blood","Early stages (I+II)",158,0.332631578947368,0.164926931106472,221.333333333333,0.197354733244167,30.5556296634346,37.8302136760887
2025-08-01,"Blood","Late stages (III+IV)",317,0.667368421052632,0.330897703549061,427.75,0.381408827463219,62.1697863239113,69.4443703365654
2025-08-01,"Bowel","Stage I",523,0.255246461688629,0.188061848256023,618.5,0.197551237689646,NA,NA
2025-08-01,"Bowel","Stage II",448,0.218643240605173,0.161093131966918,643.166666666667,0.205429864253394,NA,NA
2025-08-01,"Bowel","Stage III",691,0.337237676915569,0.248471772743617,840.166666666667,0.268352408836838,NA,NA
2025-08-01,"Bowel","Stage IV",387,0.18887262079063,0.13915857605178,502.916666666667,0.160633484162896,NA,NA
2025-08-01,"Bowel","Unknown stage",732,NA,0.263214670981661,526.083333333333,0.168033005057227,NA,NA
2025-08-01,"Bowel","Total",2781,NA,NA,3130.83333333333,1,NA,NA
2025-08-01,"Bowel","TotalKnown",2049,NA,NA,2604.75,NA,NA,NA
2025-08-01,"Bowel","Early stages (I+II)",971,0.473889702293802,0.349154980222941,1261.66666666667,0.40298110194304,46.521652428127,50.35725069059
2025-08-01,"Bowel","Late stages (III+IV)",1078,0.526110297706198,0.387630348795397,1343.08333333333,0.428985892999734,49.64274930941,53.478347571873
2025-08-01,"Breast","Stage I",1148,0.447040498442368,0.312295973884657,1445.5,0.356818135066752,NA,NA
2025-08-01,"Breast","Stage II",1110,0.432242990654206,0.301958650707291,1469,0.362619052516816,NA,NA
2025-08-01,"Breast","Stage III",191,0.0743769470404984,0.0519586507072905,331.083333333333,0.0817271100322959,NA,NA
2025-08-01,"Breast","Stage IV",119,0.0463395638629283,0.0323721436343852,158.833333333333,0.0392076193610763,NA,NA
2025-08-01,"Breast","Unknown stage",1108,NA,0.301414581066376,646.666666666667,0.15962808302306,NA,NA
2025-08-01,"Breast","Total",3676,NA,NA,4051.08333333333,1,NA,NA
2025-08-01,"Breast","TotalKnown",2568,NA,NA,3404.41666666667,NA,NA,NA
2025-08-01,"Breast","Early stages (I+II)",2258,0.879283489096573,0.614254624591948,2914.5,0.719437187583568,84.3901895768903,86.7482994712839
2025-08-01,"Breast","Late stages (III+IV)",310,0.120716510903427,0.0843307943416757,489.916666666667,0.120934729393372,13.2517005287161,15.6098104231097
2025-08-01,"Cervical","Stage I",61,0.488,0.371951219512195,77.8333333333333,0.413823659725299,NA,NA
2025-08-01,"Cervical","Stage II",21,0.168,0.128048780487805,27.6666666666667,0.147097917589721,NA,NA
2025-08-01,"Cervical","Stage III",27,0.216,0.164634146341463,36.6666666666667,0.194949047408064,NA,NA
2025-08-01,"Cervical","Stage IV",16,0.128,0.0975609756097561,20.75,0.110323438192291,NA,NA
2025-08-01,"Cervical","Unknown stage",39,NA,0.23780487804878,25.1666666666667,0.133805937084626,NA,NA
2025-08-01,"Cervical","Total",164,NA,NA,188.083333333333,1,NA,NA
2025-08-01,"Cervical","TotalKnown",125,NA,NA,162.916666666667,NA,NA,NA
2025-08-01,"Cervical","Early stages (I+II)",82,0.656,0.5,105.5,0.56092157731502,57.1583512873369,71.6758258736302
2025-08-01,"Cervical","Late stages (III+IV)",43,0.344,0.26219512195122,57.4166666666667,0.305272485600354,28.3241741263699,42.8416487126631
2025-08-01,"Colon","Stage I",353,0.236753856472166,0.173635022134776,394.916666666667,0.17751723104585,NA,NA
2025-08-01,"Colon","Stage II",354,0.237424547283702,0.174126906050172,513.916666666667,0.231008390770153,NA,NA
2025-08-01,"Colon","Stage III",497,0.333333333333333,0.244466305951795,567.75,0.255206772550195,NA,NA
2025-08-01,"Colon","Stage IV",287,0.192488262910798,0.141170683718642,375.083333333333,0.168602037758466,NA,NA
2025-08-01,"Colon","Unknown stage",542,NA,0.266601082144614,373,0.167665567875337,NA,NA
2025-08-01,"Colon","Total",2033,NA,NA,2224.66666666667,1,NA,NA
2025-08-01,"Colon","TotalKnown",1491,NA,NA,1851.66666666667,NA,NA,NA
2025-08-01,"Colon","Early stages (I+II)",707,0.474178403755869,0.347761928184948,908.833333333333,0.408525621816002,46.8091640998704,51.3584537330578
2025-08-01,"Colon","Late stages (III+IV)",784,0.525821596244131,0.385636989670438,942.833333333333,0.42380881030866,48.6415462669422,53.1908359001296
2025-08-01,"Gynaecological","Stage I",454,0.616847826086957,0.380872483221476,693.333333333333,0.48843489491605,NA,NA
2025-08-01,"Gynaecological","Stage II",56,0.0760869565217391,0.0469798657718121,86,0.060584712927087,NA,NA
2025-08-01,"Gynaecological","Stage III",131,0.177989130434783,0.10989932885906,218.916666666667,0.154220969825056,NA,NA
2025-08-01,"Gynaecological","Stage IV",95,0.129076086956522,0.0796979865771812,145.583333333333,0.102559586708935,NA,NA
2025-08-01,"Gynaecological","Unknown stage",456,NA,0.38255033557047,275.666666666667,0.194199835622872,NA,NA
2025-08-01,"Gynaecological","Total",1192,NA,NA,1419.5,1,NA,NA
2025-08-01,"Gynaecological","TotalKnown",736,NA,NA,1143.83333333333,NA,NA,NA
2025-08-01,"Gynaecological","Early stages (I+II)",510,0.692934782608696,0.427852348993289,779.333333333333,0.549019607843137,65.3762988021046,70.7692483659001
2025-08-01,"Gynaecological","Late stages (III+IV)",226,0.307065217391304,0.189597315436242,364.5,0.256780556533991,29.2307516340999,34.6237011978954
2025-08-01,"Hodgkin Lymphoma","Stage I",9,0.118421052631579,0.0681818181818182,12.1666666666667,0.0808416389811739,NA,NA
2025-08-01,"Hodgkin Lymphoma","Stage II",22,0.289473684210526,0.166666666666667,36.3333333333333,0.241417497231451,NA,NA
2025-08-01,"Hodgkin Lymphoma","Stage III",18,0.236842105263158,0.136363636363636,24.3333333333333,0.161683277962348,NA,NA
2025-08-01,"Hodgkin Lymphoma","Stage IV",27,0.355263157894737,0.204545454545455,34.8333333333333,0.231450719822813,NA,NA
2025-08-01,"Hodgkin Lymphoma","Unknown stage",56,NA,0.424242424242424,42.8333333333333,0.284606866002215,NA,NA
2025-08-01,"Hodgkin Lymphoma","Total",132,NA,NA,150.5,1,NA,NA
2025-08-01,"Hodgkin Lymphoma","TotalKnown",76,NA,NA,107.666666666667,NA,NA,NA
2025-08-01,"Hodgkin Lymphoma","Early stages (I+II)",31,0.407894736842105,0.234848484848485,48.5,0.322259136212625,35.9808091996779,54.453370713179
2025-08-01,"Hodgkin Lymphoma","Late stages (III+IV)",45,0.592105263157895,0.340909090909091,59.1666666666667,0.393133997785161,45.546629286821,64.0191908003221
2025-08-01,"Kidney","Stage I",287,0.547709923664122,0.373211963589077,374.75,0.40288478767246,NA,NA
2025-08-01,"Kidney","Stage II",45,0.0858778625954199,0.05851755526658,48.25,0.051872424296721,NA,NA
2025-08-01,"Kidney","Stage III",127,0.24236641221374,0.165149544863459,172.333333333333,0.185271456728185,NA,NA
2025-08-01,"Kidney","Stage IV",65,0.124045801526718,0.0845253576072822,109.083333333333,0.117272890163053,NA,NA
2025-08-01,"Kidney","Unknown stage",245,NA,0.318595578673602,225.75,0.242698441139581,NA,NA
2025-08-01,"Kidney","Total",769,NA,NA,930.166666666667,1,NA,NA
2025-08-01,"Kidney","TotalKnown",524,NA,NA,704.416666666667,NA,NA,NA
2025-08-01,"Kidney","Early stages (I+II)",332,0.633587786259542,0.431729518855657,423,0.454757211969181,56.387587404522,63.602770381477
2025-08-01,"Kidney","Late stages (III+IV)",192,0.366412213740458,0.249674902470741,281.416666666667,0.302544346891238,36.397229618523,43.612412595478
2025-08-01,"Lung","Stage I",832,0.335483870967742,0.287789692148046,999.166666666667,0.295422066722515,NA,NA
2025-08-01,"Lung","Stage II",208,0.0838709677419355,0.0719474230370114,251,0.0742127827329621,NA,NA
2025-08-01,"Lung","Stage III",429,0.172983870967742,0.148391560013836,559.333333333333,0.165377223673188,NA,NA
2025-08-01,"Lung","Stage IV",1011,0.407661290322581,0.349705984088551,1211.58333333333,0.358226974818903,NA,NA
2025-08-01,"Lung","Unknown stage",411,NA,0.142165340712556,361.083333333333,0.106760952052432,NA,NA
2025-08-01,"Lung","Total",2891,NA,NA,3382.16666666667,1,NA,NA
2025-08-01,"Lung","TotalKnown",2480,NA,NA,3021.08333333333,NA,NA,NA
2025-08-01,"Lung","Early stages (I+II)",1040,0.419354838709677,0.359737115185057,1250.16666666667,0.369634849455477,39.6371764735108,43.1475194848578
2025-08-01,"Lung","Late stages (III+IV)",1440,0.580645161290323,0.498097544102387,1770.91666666667,0.523604198492091,56.8524805151422,60.3628235264891
2025-08-01,"Melanoma Skin","Stage I",846,0.687246141348497,0.556213017751479,814.583333333333,0.572742719868753,NA,NA
2025-08-01,"Melanoma Skin","Stage II",353,0.286758732737612,0.232084155161078,344.333333333333,0.242104646393625,NA,NA
2025-08-01,"Melanoma Skin","Stage III",20,0.016246953696182,0.0131492439184747,55.9166666666667,0.0393156383664382,NA,NA
2025-08-01,"Melanoma Skin","Stage IV",12,0.00974817221770918,0.00788954635108481,25,0.0175777816839515,NA,NA
2025-08-01,"Melanoma Skin","Unknown stage",290,NA,0.190664036817883,182.416666666667,0.128259213687233,NA,NA
2025-08-01,"Melanoma Skin","Total",1521,NA,NA,1422.25,1,NA,NA
2025-08-01,"Melanoma Skin","TotalKnown",1231,NA,NA,1239.83333333333,NA,NA,NA
2025-08-01,"Melanoma Skin","Early stages (I+II)",1199,0.974004874086109,0.788297172912558,1158.91666666667,0.814847366262378,91.960049252211,94.7185589177688
2025-08-01,"Melanoma Skin","Late stages (III+IV)",32,0.0259951259138911,0.0210387902695595,80.9166666666667,0.0568934200503896,5.28144108223119,8.03995074778902
2025-08-01,"Non-Hodgkin Lymphoma","Stage I",72,0.190981432360743,0.0938722294654498,95.3333333333333,0.106696511844805,NA,NA
2025-08-01,"Non-Hodgkin Lymphoma","Stage II",42,0.111405835543767,0.0547588005215124,64.1666666666667,0.0718149598955419,NA,NA
2025-08-01,"Non-Hodgkin Lymphoma","Stage III",71,0.188328912466843,0.0925684485006519,110.25,0.123391158365976,NA,NA
2025-08-01,"Non-Hodgkin Lymphoma","Stage IV",192,0.509283819628647,0.250325945241199,242.833333333333,0.271777653422869,NA,NA
2025-08-01,"Non-Hodgkin Lymphoma","Unknown stage",390,NA,0.508474576271186,380.916666666667,0.426319716470808,NA,NA
2025-08-01,"Non-Hodgkin Lymphoma","Total",767,NA,NA,893.5,1,NA,NA
2025-08-01,"Non-Hodgkin Lymphoma","TotalKnown",377,NA,NA,512.583333333333,NA,NA,NA
2025-08-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",114,0.302387267904509,0.148631029986962,159.5,0.178511471740347,27.2618876295644,35.2528219129636
2025-08-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",263,0.697612732095491,0.342894393741851,353.083333333333,0.395168811788845,64.7471780870364,72.7381123704356
2025-08-01,"Oesophageal","Stage I",16,0.0343347639484979,0.0258481421647819,30.5,0.0424446248405427,NA,NA
2025-08-01,"Oesophageal","Stage II",127,0.272532188841202,0.205169628432956,143.083333333333,0.199118636205497,NA,NA
2025-08-01,"Oesophageal","Stage III",129,0.276824034334764,0.208400646203554,148.916666666667,0.207236460628552,NA,NA
2025-08-01,"Oesophageal","Stage IV",194,0.416309012875536,0.313408723747981,271.833333333333,0.378290618114345,NA,NA
2025-08-01,"Oesophageal","Unknown stage",153,NA,0.247172859450727,124.25,0.172909660211063,NA,NA
2025-08-01,"Oesophageal","Total",619,NA,NA,718.583333333333,1,NA,NA
2025-08-01,"Oesophageal","TotalKnown",466,NA,NA,594.333333333333,NA,NA,NA
2025-08-01,"Oesophageal","Early stages (I+II)",143,0.3068669527897,0.231017770597738,173.583333333333,0.24156326104604,25.6935536297982,32.9863055169539
2025-08-01,"Oesophageal","Late stages (III+IV)",323,0.6931330472103,0.521809369951535,420.75,0.585527078742897,67.0136944830461,74.3064463702018
2025-08-01,"Oesophago-gastric","Stage I",45,0.0678733031674208,0.0474683544303797,69.4166666666667,0.0654771262380129,NA,NA
2025-08-01,"Oesophago-gastric","Stage II",166,0.250377073906486,0.175105485232068,179.583333333333,0.169391605093539,NA,NA
2025-08-01,"Oesophago-gastric","Stage III",176,0.265460030165913,0.185654008438819,195.333333333333,0.184247759786197,NA,NA
2025-08-01,"Oesophago-gastric","Stage IV",276,0.416289592760181,0.291139240506329,380.25,0.358670020437038,NA,NA
2025-08-01,"Oesophago-gastric","Unknown stage",285,NA,0.300632911392405,235.583333333333,0.222213488445213,NA,NA
2025-08-01,"Oesophago-gastric","Total",948,NA,NA,1060.16666666667,1,NA,NA
2025-08-01,"Oesophago-gastric","TotalKnown",663,NA,NA,824.583333333333,NA,NA,NA
2025-08-01,"Oesophago-gastric","Early stages (I+II)",211,0.318250377073906,0.222573839662447,249,0.234868731331552,27.1611755334944,33.4166178369613
2025-08-01,"Oesophago-gastric","Late stages (III+IV)",452,0.681749622926094,0.476793248945148,575.583333333333,0.542917780223235,66.5833821630387,72.8388244665056
2025-08-01,"Ovarian","Stage I",111,0.438735177865613,0.268115942028986,136.916666666667,0.283275862068965,NA,NA
2025-08-01,"Ovarian","Stage II",24,0.0948616600790514,0.0579710144927536,32.0833333333333,0.0663793103448276,NA,NA
2025-08-01,"Ovarian","Stage III",66,0.260869565217391,0.159420289855072,102.666666666667,0.212413793103448,NA,NA
2025-08-01,"Ovarian","Stage IV",52,0.205533596837945,0.1256038647343,83.8333333333333,0.173448275862069,NA,NA
2025-08-01,"Ovarian","Unknown stage",161,NA,0.388888888888889,127.833333333333,0.26448275862069,NA,NA
2025-08-01,"Ovarian","Total",414,NA,NA,483.333333333333,1,NA,NA
2025-08-01,"Ovarian","TotalKnown",253,NA,NA,355.5,NA,NA,NA
2025-08-01,"Ovarian","Early stages (I+II)",135,0.533596837944664,0.326086956521739,169,0.349655172413793,42.4015014159279,52.7284788381089
2025-08-01,"Ovarian","Late stages (III+IV)",118,0.466403162055336,0.285024154589372,186.5,0.385862068965517,47.2715211618911,57.5984985840721
2025-08-01,"Pancreatic","Stage I",78,0.166311300639659,0.102631578947368,84.9166666666667,0.101950975487744,NA,NA
2025-08-01,"Pancreatic","Stage II",65,0.138592750533049,0.0855263157894737,77.25,0.0927463731865933,NA,NA
2025-08-01,"Pancreatic","Stage III",73,0.155650319829424,0.0960526315789474,90.5,0.108654327163582,NA,NA
2025-08-01,"Pancreatic","Stage IV",253,0.539445628997868,0.332894736842105,317.166666666667,0.380790395197599,NA,NA
2025-08-01,"Pancreatic","Unknown stage",291,NA,0.382894736842105,263.083333333333,0.315857928964482,NA,NA
2025-08-01,"Pancreatic","Total",760,NA,NA,832.916666666667,1,NA,NA
2025-08-01,"Pancreatic","TotalKnown",469,NA,NA,569.833333333333,NA,NA,NA
2025-08-01,"Pancreatic","Early stages (I+II)",143,0.304904051172708,0.188157894736842,162.166666666667,0.194697348674337,24.9077111348008,32.2980083150291
2025-08-01,"Pancreatic","Late stages (III+IV)",326,0.695095948827292,0.428947368421053,407.666666666667,0.489444722361181,67.7019916849709,75.0922888651992
2025-08-01,"Prostate","Stage I",1615,0.452888390353337,0.368721461187215,1904.41666666667,0.383587626097319,NA,NA
2025-08-01,"Prostate","Stage II",476,0.133482893998878,0.108675799086758,613.25,0.123520821793645,NA,NA
2025-08-01,"Prostate","Stage III",929,0.26051598429613,0.212100456621005,1171.25,0.235913187975225,NA,NA
2025-08-01,"Prostate","Stage IV",546,0.153112731351655,0.124657534246575,704.166666666667,0.141833257800829,NA,NA
2025-08-01,"Prostate","Unknown stage",814,NA,0.185844748858447,571.666666666667,0.115145106332981,NA,NA
2025-08-01,"Prostate","Total",4380,NA,NA,4964.75,1,NA,NA
2025-08-01,"Prostate","TotalKnown",3566,NA,NA,4393.08333333333,NA,NA,NA
2025-08-01,"Prostate","Early stages (I+II)",2091,0.586371284352215,0.477397260273973,2517.66666666667,0.507108447890965,55.8413699118246,58.7654298484544
2025-08-01,"Prostate","Late stages (III+IV)",1475,0.413628715647785,0.33675799086758,1875.41666666667,0.377746445776055,41.2345701515456,44.1586300881754
2025-08-01,"Rectal","Stage I",170,0.304659498207885,0.227272727272727,223.583333333333,0.24673533198455,NA,NA
2025-08-01,"Rectal","Stage II",94,0.168458781362007,0.125668449197861,129.25,0.142633805407394,NA,NA
2025-08-01,"Rectal","Stage III",194,0.347670250896057,0.259358288770053,272.416666666667,0.300625344859297,NA,NA
2025-08-01,"Rectal","Stage IV",100,0.17921146953405,0.133689839572193,127.833333333333,0.14107044325915,NA,NA
2025-08-01,"Rectal","Unknown stage",190,NA,0.254010695187166,153.083333333333,0.168935074489608,NA,NA
2025-08-01,"Rectal","Total",748,NA,NA,906.166666666667,1,NA,NA
2025-08-01,"Rectal","TotalKnown",558,NA,NA,753.083333333333,NA,NA,NA
2025-08-01,"Rectal","Early stages (I+II)",264,0.473118279569892,0.352941176470588,352.833333333333,0.389369137391944,43.3128581525236,50.4227590239557
2025-08-01,"Rectal","Late stages (III+IV)",294,0.526881720430108,0.393048128342246,400.25,0.441695788118448,49.5772409760443,56.6871418474764
2025-08-01,"Stomach","Stage I",29,0.147208121827411,0.088145896656535,38.9166666666667,0.113930226884606,NA,NA
2025-08-01,"Stomach","Stage II",39,0.197969543147208,0.11854103343465,36.5,0.106855330568431,NA,NA
2025-08-01,"Stomach","Stage III",47,0.238578680203046,0.142857142857143,46.4166666666667,0.135886801658941,NA,NA
2025-08-01,"Stomach","Stage IV",82,0.416243654822335,0.249240121580547,108.416666666667,0.317394486460112,NA,NA
2025-08-01,"Stomach","Unknown stage",132,NA,0.401215805471125,111.333333333333,0.325933154427909,NA,NA
2025-08-01,"Stomach","Total",329,NA,NA,341.583333333333,1,NA,NA
2025-08-01,"Stomach","TotalKnown",197,NA,NA,230.25,NA,NA,NA
2025-08-01,"Stomach","Early stages (I+II)",68,0.345177664974619,0.206686930091185,75.4166666666667,0.220785557453037,27.0185635196635,39.0559498065587
2025-08-01,"Stomach","Late stages (III+IV)",129,0.654822335025381,0.39209726443769,154.833333333333,0.453281288119053,60.9440501934413,72.9814364803365
2025-08-01,"Urological excl. prostate","Stage I",484,0.524377031419285,0.331279945242984,608.75,0.35052783109405,NA,NA
2025-08-01,"Urological excl. prostate","Stage II",178,0.19284940411701,0.121834360027379,218.666666666667,0.125911708253359,NA,NA
2025-08-01,"Urological excl. prostate","Stage III",160,0.173347778981582,0.109514031485284,235.416666666667,0.135556621880998,NA,NA
2025-08-01,"Urological excl. prostate","Stage IV",101,0.109425785482124,0.0691307323750856,155.583333333333,0.0895873320537428,NA,NA
2025-08-01,"Urological excl. prostate","Unknown stage",538,NA,0.368240930869268,518.25,0.29841650671785,NA,NA
2025-08-01,"Urological excl. prostate","Total",1461,NA,NA,1736.66666666667,1,NA,NA
2025-08-01,"Urological excl. prostate","TotalKnown",923,NA,NA,1218.41666666667,NA,NA,NA
2025-08-01,"Urological excl. prostate","Early stages (I+II)",662,0.717226435536295,0.453114305270363,827.416666666667,0.476439539347409,65.2351734839009,70.4705958267061
2025-08-01,"Urological excl. prostate","Late stages (III+IV)",261,0.282773564463705,0.17864476386037,391,0.225143953934741,29.5294041732939,34.7648265160991
2025-08-01,"Uterine","Stage I",282,0.787709497206704,0.45928338762215,478.583333333333,0.639746017600535,NA,NA
2025-08-01,"Uterine","Stage II",11,0.0307262569832402,0.0179153094462541,26.25,0.0350896736103375,NA,NA
2025-08-01,"Uterine","Stage III",38,0.106145251396648,0.0618892508143322,79.5833333333333,0.106382978723404,NA,NA
2025-08-01,"Uterine","Stage IV",27,0.0754189944134078,0.0439739413680782,41,0.0548067283056701,NA,NA
2025-08-01,"Uterine","Unknown stage",256,NA,0.416938110749186,122.666666666667,0.163974601760053,NA,NA
2025-08-01,"Uterine","Total",614,NA,NA,748.083333333333,1,NA,NA
2025-08-01,"Uterine","TotalKnown",358,NA,NA,625.416666666667,NA,NA,NA
2025-08-01,"Uterine","Early stages (I+II)",293,0.818435754189944,0.477198697068404,504.833333333333,0.674835691210872,77.4439363971489,83.6200347200136
2025-08-01,"Uterine","Late stages (III+IV)",65,0.181564245810056,0.10586319218241,120.583333333333,0.161189707029074,16.3799652799864,22.5560636028511
2025-07-01,"All Cancers Combined","Stage I",7868,0.39839991898324,0.309337527029684,7442.58333333333,0.319787884647059,NA,NA
2025-07-01,"All Cancers Combined","Stage II",4150,0.21013722213783,0.163160998623943,4063.41666666667,0.174594137824851,NA,NA
2025-07-01,"All Cancers Combined","Stage III",3827,0.193781963643729,0.150461961863574,3902.41666666667,0.167676398765406,NA,NA
2025-07-01,"All Cancers Combined","Stage IV",3904,0.197680895235202,0.153489286416355,3964.91666666667,0.170361856474818,NA,NA
2025-07-01,"All Cancers Combined","Unknown stage",5686,NA,0.223550226066444,3900.16666666667,0.167579722287867,NA,NA
2025-07-01,"All Cancers Combined","Total",25435,NA,NA,23273.5,1,NA,NA
2025-07-01,"All Cancers Combined","TotalKnown",19749,NA,NA,19373.3333333333,NA,NA,NA
